year,donor_name,currency,prices,ODA,ODA (Projected Scenario 2),ODA (Projected Scenario 3)
2025,Belgium,USD,current,,3046341750.771873,2938943084.105206
2025,Canada,USD,current,,5829051695.965634,5581730362.632301
2025,Czechia,USD,current,,572250000.0,553175000.0
2025,Denmark,USD,current,,3202746954.0069337,3097162620.6736007
2025,Estonia,USD,current,,83440000.0,80658666.66666667
2025,Finland,USD,current,,1408260000.0,1361318000.0
2025,France,USD,current,,13086819280.140707,12572378613.47404
2025,Germany,USD,current,,25716707787.652843,24635980120.986176
2025,Greece,USD,current,,357650000.0,345728333.3333333
2025,Hungary,USD,current,,190550000.0,184198333.33333334
2025,Iceland,USD,current,,111710000.0,107986333.33333333
2025,Ireland,USD,current,,1943296985.1059697,1860988318.439303
2025,Italy,USD,current,,7828736812.968066,7606341479.634732
2025,Japan,USD,current,,21032438629.52225,20473382962.855583
2025,Korea,USD,current,,6502212771.813341,6370795105.146674
2025,Latvia,USD,current,,111620000.0,107899333.33333333
2025,Lithuania,USD,current,,193420000.0,186972666.66666666
2025,Luxembourg,USD,current,,596620000.0,576732666.6666666
2025,Netherlands,USD,current,,7428569889.201408,7177812222.534741
2025,New Zealand,USD,current,,780750000.0,754725000.0
2025,Norway,USD,current,,4770736382.331517,4598062382.331517
2025,Poland,USD,current,,2064690000.0,1995867000.0
2025,Portugal,USD,current,,669110000.0,646806333.3333334
2025,Slovak Republic,USD,current,,191390000.0,185010333.33333334
2025,Slovenia,USD,current,,164360000.0,158881333.33333334
2025,Spain,USD,current,,4287358516.235863,4142342849.5691967
2025,Sweden,USD,current,,4666194713.495662,4499295713.495662
2025,Switzerland,USD,current,,3765318086.7226954,3611898753.389362
2025,United Kingdom,USD,current,,16013890439.574356,15414846106.241022
2025,United States,USD,current,,50638808000.0,46418907333.333336
2026,Australia,USD,current,,3499855588.985341,3278612922.3186746
2026,Austria,USD,current,,1819620000.0,1698312000.0
2026,Belgium,USD,current,,2907237728.1710315,2692440394.8376985
2026,Canada,USD,current,,6054620819.011028,5559978152.344362
2026,Czechia,USD,current,,572250000.0,534100000.0
2026,Denmark,USD,current,,3295825466.6504083,3084656799.9837418
2026,Estonia,USD,current,,83440000.0,77877333.33333333
2026,Finland,USD,current,,1408260000.0,1314376000.0
2026,France,USD,current,,13044073424.770033,12015192091.436699
2026,Germany,USD,current,,25633509392.233444,23472054058.900112
2026,Greece,USD,current,,357650000.0,333806666.6666667
2026,Hungary,USD,current,,190550000.0,177846666.66666666
2026,Iceland,USD,current,,111710000.0,104262666.66666667
2026,Ireland,USD,current,,2019150095.190904,1854532761.8575706
2026,Italy,USD,current,,7802927945.59409,7358137278.9274235
2026,Japan,USD,current,,22134412757.103703,21016301423.77037
2026,Korea,USD,current,,7053545114.463049,6790709781.129716
2026,Latvia,USD,current,,111620000.0,104178666.66666667
2026,Lithuania,USD,current,,193420000.0,180525333.33333334
2026,Luxembourg,USD,current,,596620000.0,556845333.3333334
2026,Netherlands,USD,current,,7516059627.464659,7014544294.131326
2026,New Zealand,USD,current,,780750000.0,728700000.0
2026,Norway,USD,current,,4758830878.851692,4413482878.851693
2026,Poland,USD,current,,2064690000.0,1927044000.0
2026,Portugal,USD,current,,669110000.0,624502666.6666666
2026,Slovak Republic,USD,current,,191390000.0,178630666.66666666
2026,Slovenia,USD,current,,164360000.0,153402666.66666666
2026,Spain,USD,current,,4458884843.122465,4168853509.789132
2026,Sweden,USD,current,,4406054858.041774,4072256858.041774
2026,Switzerland,USD,current,,3603242490.952751,3296403824.2860847
2026,United Kingdom,USD,current,,13254999994.916504,12056911328.249836
2026,United States,USD,current,,37979106000.00001,29539304666.666668
2027,Australia,USD,current,,3612160424.070566,3280296424.070566
2027,Austria,USD,current,,1819620000.0,1637658000.0
2027,Belgium,USD,current,,2783311310.055074,2461115310.055074
2027,Canada,USD,current,,6253471388.980886,5511507388.980886
2027,Czechia,USD,current,,572250000.0,515025000.0
2027,Denmark,USD,current,,3391370658.3902564,3074617658.3902564
2027,Estonia,USD,current,,83440000.0,75096000.0
2027,Finland,USD,current,,1408260000.0,1267434000.0
2027,France,USD,current,,13068019808.027122,11524697808.027122
2027,Germany,USD,current,,25681406272.190865,22439223272.190865
2027,Greece,USD,current,,357650000.0,321885000.0
2027,Hungary,USD,current,,190550000.0,171495000.0
2027,Iceland,USD,current,,111710000.0,100539000.0
2027,Ireland,USD,current,,2109702182.7596955,1862776182.7596955
2027,Italy,USD,current,,7817430670.333307,7150244670.333306
2027,Japan,USD,current,,23402863874.890583,21725696874.890583
2027,Korea,USD,current,,7352057976.029648,6957804976.029648
2027,Latvia,USD,current,,111620000.0,100458000.0
2027,Lithuania,USD,current,,193420000.0,174078000.0
2027,Luxembourg,USD,current,,596620000.0,536958000.0
2027,Netherlands,USD,current,,5590332850.782376,4838059850.782377
2027,New Zealand,USD,current,,780750000.0,702675000.0
2027,Norway,USD,current,,4692217133.59404,4174195133.5940394
2027,Poland,USD,current,,2064690000.0,1858221000.0
2027,Portugal,USD,current,,669110000.0,602199000.0
2027,Slovak Republic,USD,current,,191390000.0,172251000.0
2027,Slovenia,USD,current,,164360000.0,147924000.0
2027,Spain,USD,current,,4646318932.905636,4211271932.9056354
2027,Sweden,USD,current,,4391376865.58792,3890679865.58792
2027,Switzerland,USD,current,,3452186474.3537364,2991928474.353737
2027,United Kingdom,USD,current,,10245581702.771545,8448448702.771545
2027,United States,USD,current,,25319404000.0,12659701999.999998
